_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
49,2018Q1,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15681,"",11871,"",174.23333333333332,"",131.9,"",75.70308016070405,""
50,2018Q1,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15681,"",11871,"",174.23333333333332,"",131.9,"",75.70308016070405,""
51,2018Q2,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15817,"",12349,"",173.8131868131868,"",135.7032967032967,"",78.0742239362711,""
52,2018Q2,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15817,"",12349,"",173.8131868131868,"",135.7032967032967,"",78.0742239362711,""
53,2018Q3,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15806,"",12390,"",171.80434782608697,"",134.67391304347825,"",78.38795394154118,""
54,2018Q3,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15806,"",12390,"",171.80434782608697,"",134.67391304347825,"",78.38795394154118,""
55,2018Q4,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,14852,"",11765,"",161.43478260869566,"",127.8804347826087,"",79.21492054942095,""
56,2018Q4,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,14852,"",11765,"",161.43478260869566,"",127.8804347826087,"",79.21492054942095,""
57,2019Q1,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,14783,"",11654,"",164.25555555555556,"",129.48888888888888,"",78.83379557599946,""
58,2019Q1,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,14783,"",11654,"",164.25555555555556,"",129.48888888888888,"",78.83379557599946,""
59,2019Q2,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,14929,"",11897,"",164.05494505494505,"",130.73626373626374,"",79.69053519994641,""
60,2019Q2,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,14929,"",11897,"",164.05494505494505,"",130.73626373626374,"",79.69053519994641,""
61,2019Q3,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15392,"",12067,"",167.30434782608697,"",131.16304347826087,"",78.39786902286902,""
62,2019Q3,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15392,"",12067,"",167.30434782608697,"",131.16304347826087,"",78.39786902286902,""
63,2019Q4,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15603,"",11659,"",169.59782608695653,"",126.72826086956522,"",74.72280971608023,""
64,2019Q4,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15603,"",11659,"",169.59782608695653,"",126.72826086956522,"",74.72280971608023,""
65,2020Q1,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,14896,"",10915,"",163.69230769230768,"",119.94505494505495,"",73.27470461868958,""
66,2020Q1,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,14896,"",10915,"",163.69230769230768,"",119.94505494505495,"",73.27470461868958,""
67,2020Q2,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,14417,"",8152,"",158.42857142857142,"",89.58241758241758,"",56.54435735589929,""
68,2020Q2,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,14417,"",8152,"",158.42857142857142,"",89.58241758241758,"",56.54435735589929,""
69,2020Q3,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15524,"",10016,"",168.7391304347826,"",108.8695652173913,"",64.51945374903374,""
70,2020Q3,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15524,"",10016,"",168.7391304347826,"",108.8695652173913,"",64.51945374903374,""
71,2020Q4,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,15756,"",11255,"",171.2608695652174,"",122.33695652173913,"",71.43310484894643,""
72,2020Q4,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,15756,"",11255,"",171.2608695652174,"",122.33695652173913,"",71.43310484894643,""
73,2021Q1,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,16637,"",12150,"",184.85555555555555,"",135,"",73.02999338823105,""
74,2021Q1,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,16637,"",12150,"",184.85555555555555,"",135,"",73.02999338823105,""
75,2021Q2,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,16240,"",12350,"",178.46153846153845,"",135.71428571428572,"",76.04679802955665,""
76,2021Q2,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,16240,"",12350,"",178.46153846153845,"",135.71428571428572,"",76.04679802955665,""
77,2021Q3,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,16931,"",12063,"",184.0326086956522,"",131.1195652173913,"",71.24800661508476,""
78,2021Q3,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,16931,"",12063,"",184.0326086956522,"",131.1195652173913,"",71.24800661508476,""
79,2021Q4,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,17796,"",12615,"",193.43478260869566,"",137.1195652173913,"",70.88671611598112,""
80,2021Q4,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,17796,"",12615,"",193.43478260869566,"",137.1195652173913,"",70.88671611598112,""
81,2022Q1,"",SB0801,"",D102H,"",Z9,d,All Specialties,d,17342,"",12101,"",192.6888888888889,"",134.45555555555555,"",69.77857225233537,""
82,2022Q1,"",SB0801,"",SB0801,d,Z9,d,All Specialties,d,17342,"",12101,"",192.6888888888889,"",134.45555555555555,"",69.77857225233537,""
83,2022Q2,p,SB0801,"",D102H,"",Z9,d,All Specialties,d,16909,"",12412,"",185.8131868131868,"",136.3956043956044,"",73.40469572417057,""
84,2022Q2,p,SB0801,"",SB0801,d,Z9,d,All Specialties,d,16909,"",12412,"",185.8131868131868,"",136.3956043956044,"",73.40469572417057,""
85,2017Q2,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",8,"",8,"",0.08791208791208792,"",0.08791208791208792,"",100,""
86,2017Q2,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",8,"",8,"",0.08791208791208792,"",0.08791208791208792,"",100,""
87,2017Q4,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",7,"",7,"",0.07608695652173914,"",0.07608695652173914,"",100,""
88,2017Q4,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",7,"",7,"",0.07608695652173914,"",0.07608695652173914,"",100,""
89,2020Q2,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",56,"",56,"",0.6153846153846154,"",0.6153846153846154,"",100,""
90,2020Q2,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",56,"",56,"",0.6153846153846154,"",0.6153846153846154,"",100,""
91,2020Q4,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",17,"",17,"",0.18478260869565216,"",0.18478260869565216,"",100,""
92,2020Q4,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",17,"",17,"",0.18478260869565216,"",0.18478260869565216,"",100,""
93,2021Q1,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",36,"",36,"",0.4,"",0.4,"",100,""
94,2021Q1,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",36,"",36,"",0.4,"",0.4,"",100,""
95,2021Q3,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",1,"",1,"",0.010869565217391304,"",0.010869565217391304,"",100,""
96,2021Q3,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",1,"",1,"",0.010869565217391304,"",0.010869565217391304,"",100,""
97,2021Q4,"",SB0801,"",D102H,"",C3,"",Anaesthetics,"",24,"",24,"",0.2608695652173913,"",0.2608695652173913,"",100,""
98,2021Q4,"",SB0801,"",SB0801,d,C3,"",Anaesthetics,"",24,"",24,"",0.2608695652173913,"",0.2608695652173913,"",100,""
99,2017Q2,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2561,"",2268,"",28.142857142857142,"",24.923076923076923,"",88.55915657946115,""
100,2017Q2,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2561,"",2268,"",28.142857142857142,"",24.923076923076923,"",88.55915657946115,""
101,2017Q3,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2492,"",2148,"",27.08695652173913,"",23.347826086956523,"",86.19582664526486,""
102,2017Q3,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2492,"",2148,"",27.08695652173913,"",23.347826086956523,"",86.19582664526486,""
103,2017Q4,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2635,"",2312,"",28.641304347826086,"",25.130434782608695,"",87.74193548387098,""
104,2017Q4,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2635,"",2312,"",28.641304347826086,"",25.130434782608695,"",87.74193548387098,""
105,2018Q1,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2395,"",2050,"",26.61111111111111,"",22.77777777777778,"",85.59498956158664,""
106,2018Q1,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2395,"",2050,"",26.61111111111111,"",22.77777777777778,"",85.59498956158664,""
107,2018Q2,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2574,"",2294,"",28.285714285714285,"",25.208791208791208,"",89.12198912198912,""
108,2018Q2,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2574,"",2294,"",28.285714285714285,"",25.208791208791208,"",89.12198912198912,""
109,2018Q3,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2728,"",2396,"",29.652173913043477,"",26.043478260869566,"",87.82991202346042,""
110,2018Q3,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2728,"",2396,"",29.652173913043477,"",26.043478260869566,"",87.82991202346042,""
111,2018Q4,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2920,"",2574,"",31.73913043478261,"",27.97826086956522,"",88.15068493150685,""
112,2018Q4,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2920,"",2574,"",31.73913043478261,"",27.97826086956522,"",88.15068493150685,""
113,2019Q1,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2757,"",2483,"",30.633333333333333,"",27.58888888888889,"",90.06166122597025,""
114,2019Q1,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2757,"",2483,"",30.633333333333333,"",27.58888888888889,"",90.06166122597025,""
115,2019Q2,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2637,"",2363,"",28.978021978021978,"",25.967032967032967,"",89.60940462646947,""
116,2019Q2,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2637,"",2363,"",28.978021978021978,"",25.967032967032967,"",89.60940462646947,""
117,2019Q3,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2740,"",2352,"",29.782608695652176,"",25.565217391304348,"",85.83941605839416,""
118,2019Q3,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2740,"",2352,"",29.782608695652176,"",25.565217391304348,"",85.83941605839416,""
119,2019Q4,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2591,"",2276,"",28.16304347826087,"",24.73913043478261,"",87.84253184098803,""
120,2019Q4,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2591,"",2276,"",28.16304347826087,"",24.73913043478261,"",87.84253184098803,""
121,2020Q1,"",SB0801,"",D102H,"",A2,"",Cardiology,"",2692,"",2248,"",29.582417582417584,"",24.703296703296704,"",83.50668647845468,""
122,2020Q1,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",2692,"",2248,"",29.582417582417584,"",24.703296703296704,"",83.50668647845468,""
123,2020Q2,"",SB0801,"",D102H,"",A2,"",Cardiology,"",4515,"",3294,"",49.61538461538461,"",36.1978021978022,"",72.95681063122925,""
124,2020Q2,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",4515,"",3294,"",49.61538461538461,"",36.1978021978022,"",72.95681063122925,""
125,2020Q3,"",SB0801,"",D102H,"",A2,"",Cardiology,"",4112,"",3011,"",44.69565217391305,"",32.72826086956522,"",73.22470817120622,""
126,2020Q3,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",4112,"",3011,"",44.69565217391305,"",32.72826086956522,"",73.22470817120622,""
127,2020Q4,"",SB0801,"",D102H,"",A2,"",Cardiology,"",3667,"",2548,"",39.858695652173914,"",27.695652173913043,"",69.48459230979002,""
128,2020Q4,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",3667,"",2548,"",39.858695652173914,"",27.695652173913043,"",69.48459230979002,""
129,2021Q1,"",SB0801,"",D102H,"",A2,"",Cardiology,"",4251,"",3061,"",47.233333333333334,"",34.01111111111111,"",72.00658668548577,""
130,2021Q1,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",4251,"",3061,"",47.233333333333334,"",34.01111111111111,"",72.00658668548577,""
131,2021Q2,"",SB0801,"",D102H,"",A2,"",Cardiology,"",3400,"",3118,"",37.362637362637365,"",34.26373626373626,"",91.70588235294117,""
132,2021Q2,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",3400,"",3118,"",37.362637362637365,"",34.26373626373626,"",91.70588235294117,""
133,2021Q3,"",SB0801,"",D102H,"",A2,"",Cardiology,"",3682,"",3196,"",40.02173913043478,"",34.73913043478261,"",86.80065181966323,""
134,2021Q3,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",3682,"",3196,"",40.02173913043478,"",34.73913043478261,"",86.80065181966323,""
135,2021Q4,"",SB0801,"",D102H,"",A2,"",Cardiology,"",4530,"",3746,"",49.23913043478261,"",40.71739130434783,"",82.69315673289184,""
136,2021Q4,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",4530,"",3746,"",49.23913043478261,"",40.71739130434783,"",82.69315673289184,""
137,2022Q1,"",SB0801,"",D102H,"",A2,"",Cardiology,"",4614,"",3770,"",51.266666666666666,"",41.888888888888886,"",81.70784568703944,""
138,2022Q1,"",SB0801,"",SB0801,d,A2,"",Cardiology,"",4614,"",3770,"",51.266666666666666,"",41.888888888888886,"",81.70784568703944,""
139,2022Q2,p,SB0801,"",D102H,"",A2,"",Cardiology,"",3807,"",3294,"",41.83516483516483,"",36.1978021978022,"",86.52482269503547,""
140,2022Q2,p,SB0801,"",SB0801,d,A2,"",Cardiology,"",3807,"",3294,"",41.83516483516483,"",36.1978021978022,"",86.52482269503547,""
141,2017Q2,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7581,"",5418,"",83.3076923076923,"",59.53846153846154,"",71.46814404432133,""
142,2017Q2,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7581,"",5418,"",83.3076923076923,"",59.53846153846154,"",71.46814404432133,""
143,2017Q3,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7675,"",5552,"",83.42391304347827,"",60.34782608695652,"",72.3387622149837,""
144,2017Q3,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7675,"",5552,"",83.42391304347827,"",60.34782608695652,"",72.3387622149837,""
145,2017Q4,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7791,"",5661,"",84.68478260869566,"",61.53260869565217,"",72.66076241817481,""
146,2017Q4,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7791,"",5661,"",84.68478260869566,"",61.53260869565217,"",72.66076241817481,""
147,2018Q1,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7781,"",5858,"",86.45555555555555,"",65.08888888888889,"",75.28595296234418,""
148,2018Q1,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7781,"",5858,"",86.45555555555555,"",65.08888888888889,"",75.28595296234418,""
149,2018Q2,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7818,"",6052,"",85.91208791208791,"",66.50549450549451,"",77.41110258378102,""
150,2018Q2,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7818,"",6052,"",85.91208791208791,"",66.50549450549451,"",77.41110258378102,""
151,2018Q3,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7681,"",5916,"",83.48913043478261,"",64.30434782608695,"",77.02122119515687,""
152,2018Q3,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7681,"",5916,"",83.48913043478261,"",64.30434782608695,"",77.02122119515687,""
153,2018Q4,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7176,"",5497,"",78,"",59.75,"",76.6025641025641,""
154,2018Q4,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7176,"",5497,"",78,"",59.75,"",76.6025641025641,""
155,2019Q1,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7230,"",5644,"",80.33333333333333,"",62.71111111111111,"",78.06362378976488,""
156,2019Q1,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7230,"",5644,"",80.33333333333333,"",62.71111111111111,"",78.06362378976488,""
157,2019Q2,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7428,"",6188,"",81.62637362637362,"",68,"",83.30640818524503,""
158,2019Q2,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7428,"",6188,"",81.62637362637362,"",68,"",83.30640818524503,""
159,2019Q3,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7644,"",6197,"",83.08695652173913,"",67.3586956521739,"",81.07012035583465,""
160,2019Q3,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7644,"",6197,"",83.08695652173913,"",67.3586956521739,"",81.07012035583465,""
161,2019Q4,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7877,"",6165,"",85.6195652173913,"",67.01086956521739,"",78.26583724768314,""
162,2019Q4,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7877,"",6165,"",85.6195652173913,"",67.01086956521739,"",78.26583724768314,""
163,2020Q1,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7486,"",5828,"",82.26373626373626,"",64.04395604395604,"",77.8519903820465,""
164,2020Q1,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7486,"",5828,"",82.26373626373626,"",64.04395604395604,"",77.8519903820465,""
165,2020Q2,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",6612,"",3707,"",72.65934065934066,"",40.73626373626374,"",56.064730792498494,""
166,2020Q2,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",6612,"",3707,"",72.65934065934066,"",40.73626373626374,"",56.064730792498494,""
167,2020Q3,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7074,"",5123,"",76.8913043478261,"",55.68478260869565,"",72.42013005371784,""
168,2020Q3,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7074,"",5123,"",76.8913043478261,"",55.68478260869565,"",72.42013005371784,""
169,2020Q4,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",6981,"",5396,"",75.8804347826087,"",58.65217391304348,"",77.29551640166164,""
170,2020Q4,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",6981,"",5396,"",75.8804347826087,"",58.65217391304348,"",77.29551640166164,""
171,2021Q1,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7232,"",5083,"",80.35555555555555,"",56.477777777777774,"",70.28484513274336,""
172,2021Q1,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7232,"",5083,"",80.35555555555555,"",56.477777777777774,"",70.28484513274336,""
173,2021Q2,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7502,"",5413,"",82.43956043956044,"",59.48351648351648,"",72.15409224206878,""
174,2021Q2,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7502,"",5413,"",82.43956043956044,"",59.48351648351648,"",72.15409224206878,""
175,2021Q3,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7688,"",5321,"",83.56521739130434,"",57.83695652173913,"",69.2117585848075,""
176,2021Q3,"",SB0801,"",SB0801,d,C4,"",Cardiothoracic Surgery,"",7688,"",5321,"",83.56521739130434,"",57.83695652173913,"",69.2117585848075,""
177,2021Q4,"",SB0801,"",D102H,"",C4,"",Cardiothoracic Surgery,"",7994,"",5441,"",86.8913043478261,"",59.141304347826086,"",68.06354766074556,""
